STAR version=2.7.10b
STAR compilation time,server,dir=2023-05-25T06:56:23+0000 :/opt/conda/conda-bld/star_1684997536154/work/source
##### Command Line:
/beegfs/scratch/ric.broccoli/kubacki.michal/conda_envs/snakemake/bin/STAR-avx2 --runMode genomeGenerate --runThreadN 8 --genomeDir reference/star_index --genomeFastaFiles reference/GRCh38.primary_assembly.genome.fa --sjdbGTFfile reference/gencode.v38.annotation.gtf --sjdbOverhang 100
##### Initial USER parameters from Command Line:
###### All USER parameters from Command Line:
runMode                       genomeGenerate        ~RE-DEFINED
runThreadN                    8     ~RE-DEFINED
genomeDir                     reference/star_index     ~RE-DEFINED
genomeFastaFiles              reference/GRCh38.primary_assembly.genome.fa        ~RE-DEFINED
sjdbGTFfile                   reference/gencode.v38.annotation.gtf     ~RE-DEFINED
sjdbOverhang                  100     ~RE-DEFINED
##### Finished reading parameters from all sources

##### Final user re-defined parameters-----------------:
runMode                           genomeGenerate   
Jan 05 17:12:56 ... finished generating suffix array
Jan 05 17:12:56 ... generating Suffix Array index
Jan 05 17:15:52 ... completed Suffix Array index
Jan 05 17:15:53   Finished preparing junctions
Jan 05 17:15:53 ..... inserting junctions into the genome indices
Jan 05 17:17:11   Finished SA search: number of new junctions=390941, old junctions=0
Jan 05 17:18:03   Finished sorting SA indicesL nInd=156376400
Genome size with junctions=3216967109  3138387968   78579141
GstrandBit1=32   GstrandBit=32
Jan 05 17:19:17   Finished inserting junction indices
Jan 05 17:19:40   Finished SAi
Jan 05 17:19:40 ..... finished inserting junctions into genome
Jan 05 17:19:40 ... writing Genome to disk ...
Writing 3216967109 bytes into reference/star_index//Genome ; empty space on disk = 222104521801728 bytes ... done
SA size in bytes: 24971231632
Jan 05 17:19:41 ... writing Suffix Array to disk ...
Writing 24971231632 bytes into reference/star_index//SA ; empty space on disk = 222104521801728 bytes ... done
Jan 05 17:19:46 ... writing SAindex to disk
Writing 8 bytes into reference/star_index//SAindex ; empty space on disk = 222104521801728 bytes ... done
Writing 120 bytes into reference/star_index//SAindex ; empty space on disk = 222104521801728 bytes ... done
Writing 1565873491 bytes into reference/star_index//SAindex ; empty space on disk = 222104521801728 bytes ... done
Jan 05 17:19:47 ..... finished successfully
DONE: Genome generation, EXITING
